Instance;Instance;Instance;Instance;Instance;Instance;Instance;Solution;Solution;Solution;Solution
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_7.txt;50;24;7;traversal;false;1.350;1.332;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_7.txt;50;24;7;composite;false;1.196;1.183,16;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_8.txt;50;24;8;optimal;false;1.205;1.200;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_8.txt;50;24;8;largest_gap;false;1.268;1.266;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_8.txt;50;24;8;midpoint;true;1.306;1.306,40;1185,76
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_8.txt;50;24;8;return;false;1.685;1.667;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_8.txt;50;24;8;traversal;false;1.357;1.353,26;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_8.txt;50;24;8;composite;false;1.207;1.206,64;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_9.txt;50;24;9;optimal;false;1.222;1.218;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_9.txt;50;24;9;largest_gap;true;1.272;1.272,33;1173,67
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_9.txt;50;24;9;midpoint;true;1.308;1.308,40;371,188
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_9.txt;50;24;9;return;true;1.637;1.637;927,165
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_9.txt;50;24;9;traversal;true;1.374;1.374;847,062
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_9.txt;50;24;9;composite;false;1.230;1.228,37;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_10.txt;50;24;10;optimal;false;1.354;1.347;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_10.txt;50;24;10;largest_gap;true;1.442;1.441,92;1781,14
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_10.txt;50;24;10;midpoint;true;1.473;1.472,71;1267,71
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_10.txt;50;24;10;return;true;1.848;1.848;777,623
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_10.txt;50;24;10;traversal;true;1.506;1.506;1299,94
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_50_10.txt;50;24;10;composite;false;1.362;1.359,26;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_1.txt;60;24;1;optimal;false;1.490;1.487;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_1.txt;60;24;1;largest_gap;true;1.569;1.569,20;1550,49
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_1.txt;60;24;1;midpoint;true;1.617;1.617,20;636,985
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_1.txt;60;24;1;return;true;1.941;1.941;729,307
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_1.txt;60;24;1;traversal;true;1.654;1.654;929,632
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_1.txt;60;24;1;composite;true;1.504;1.504,34;3340,52
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_2.txt;60;24;2;optimal;false;1.408;1.402;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_2.txt;60;24;2;largest_gap;true;1.463;1.463,15;602,977
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_2.txt;60;24;2;midpoint;true;1.516;1.516,39;867,529
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_2.txt;60;24;2;return;true;1.929;1.929;976,936
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_2.txt;60;24;2;traversal;true;1.550;1.550,40;600,078
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_2.txt;60;24;2;composite;true;1.413;1.413,18;1543
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_3.txt;60;24;3;optimal;false;1.624;1.584;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_3.txt;60;24;3;largest_gap;false;1.692;1.673,14;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_3.txt;60;24;3;midpoint;false;1.746;1.731;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_3.txt;60;24;3;return;false;2.186;2.147;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_3.txt;60;24;3;traversal;false;1.792;1.756,73;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_3.txt;60;24;3;composite;false;1.629;1.595,40;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_4.txt;60;24;4;optimal;false;1.476;1.475;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_4.txt;60;24;4;largest_gap;true;1.562;1.562,39;1755,55
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_4.txt;60;24;4;midpoint;true;1.625;1.625;1310,5
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_4.txt;60;24;4;return;true;1.994;1.994;521,847
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_4.txt;60;24;4;traversal;true;1.635;1.635,11;1114,85
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_4.txt;60;24;4;composite;true;1.484;1.484;502,855
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_5.txt;60;24;5;optimal;false;1.698;1.692;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_5.txt;60;24;5;largest_gap;true;1.778;1.777,56;772,291
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_5.txt;60;24;5;midpoint;true;1.816;1.815,60;499,346
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_5.txt;60;24;5;return;true;2.328;2.328;457,339
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_5.txt;60;24;5;traversal;true;1.878;1.877,60;216,614
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_5.txt;60;24;5;composite;true;1.706;1.705,57;2367,34
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_6.txt;60;24;6;optimal;false;1.824;1.818;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_6.txt;60;24;6;largest_gap;true;1.931;1.931,20;1659,84
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_6.txt;60;24;6;midpoint;true;2.011;2.011;1498,73
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_6.txt;60;24;6;return;true;2.376;2.376;1763,97
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_6.txt;60;24;6;traversal;true;2.008;2.007,50;1614,86
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_6.txt;60;24;6;composite;true;1.827;1.827,11;2062,19
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_7.txt;60;24;7;optimal;false;1.727;1.713;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_7.txt;60;24;7;largest_gap;false;1.794;1.790;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_7.txt;60;24;7;midpoint;false;1.818;1.816,67;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_7.txt;60;24;7;return;false;2.339;2.338;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_7.txt;60;24;7;traversal;false;1.958;1.942,09;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_7.txt;60;24;7;composite;false;1.740;1.737,55;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_8.txt;60;24;8;optimal;false;1.679;1.671;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_8.txt;60;24;8;largest_gap;false;1.777;1.770,01;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_8.txt;60;24;8;midpoint;false;1.846;1.838,46;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_8.txt;60;24;8;return;true;2.283;2.283;3495,03
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_8.txt;60;24;8;traversal;true;1.841;1.840,70;1222,39
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_8.txt;60;24;8;composite;false;1.690;1.686,67;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_9.txt;60;24;9;optimal;false;1.375;1.371,08;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_9.txt;60;24;9;largest_gap;false;1.454;1.453,02;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_9.txt;60;24;9;midpoint;false;1.509;1.508;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_9.txt;60;24;9;return;true;1.861;1.861;1174,1
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_9.txt;60;24;9;traversal;true;1.505;1.504,80;812,964
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_9.txt;60;24;9;composite;false;1.383;1.378,71;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_10.txt;60;24;10;optimal;true;1.655;1.655;2099,13
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_10.txt;60;24;10;largest_gap;true;1.747;1.747;2245,19
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_10.txt;60;24;10;midpoint;true;1.824;1.823,95;1456,57
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_10.txt;60;24;10;return;true;2.236;2.236;1172,28
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_10.txt;60;24;10;traversal;true;1.831;1.831,19;503,071
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_60_10.txt;60;24;10;composite;true;1.661;1.661,20;484,301
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_1.txt;70;24;1;optimal;false;1.865;1.826,02;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_1.txt;70;24;1;largest_gap;false;1.936;1.911,35;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_1.txt;70;24;1;midpoint;false;1.999;1.986,41;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_1.txt;70;24;1;return;false;2.474;2.450;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_1.txt;70;24;1;traversal;false;2.069;2.045,39;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_1.txt;70;24;1;composite;false;1.879;1.841,96;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_2.txt;70;24;2;optimal;false;1.912;1.878,70;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_2.txt;70;24;2;largest_gap;false;1.984;1.965,61;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_2.txt;70;24;2;midpoint;false;2.022;2.006,96;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_2.txt;70;24;2;return;false;2.648;2.623;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_2.txt;70;24;2;traversal;false;2.184;2.175,65;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_2.txt;70;24;2;composite;false;1.928;1.911,56;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_3.txt;70;24;3;optimal;false;2.042;2.025,68;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_3.txt;70;24;3;largest_gap;true;2.140;2.139,51;2383,82
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_3.txt;70;24;3;midpoint;true;2.194;2.194,35;2921,52
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_3.txt;70;24;3;return;false;2.783;2.781;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_3.txt;70;24;3;traversal;false;2.276;2.273,53;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_3.txt;70;24;3;composite;true;2.034;2.034,00;2078,12
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_4.txt;70;24;4;optimal;false;1.861;1.853;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_4.txt;70;24;4;largest_gap;false;1.960;1.959,00;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_4.txt;70;24;4;midpoint;false;2.039;2.037,82;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_4.txt;70;24;4;return;true;2.493;2.493;3494,55
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_4.txt;70;24;4;traversal;true;2.084;2.084,32;1396,42
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_4.txt;70;24;4;composite;false;1.872;1.869,14;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_5.txt;70;24;5;optimal;false;1.724;1.705;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_5.txt;70;24;5;largest_gap;false;1.804;1.800,86;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_5.txt;70;24;5;midpoint;false;1.858;1.857,18;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_5.txt;70;24;5;return;false;2.321;2.319;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_5.txt;70;24;5;traversal;true;1.907;1.907;1907,04
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_5.txt;70;24;5;composite;false;1.725;1.720,30;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_6.txt;70;24;6;optimal;false;1.858;1.842;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_6.txt;70;24;6;largest_gap;false;1.945;1.943;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_6.txt;70;24;6;midpoint;false;2.006;1.999,88;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_6.txt;70;24;6;return;false;2.475;2.463;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_6.txt;70;24;6;traversal;false;2.107;2.091,41;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_6.txt;70;24;6;composite;false;1.862;1.851,44;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_7.txt;70;24;7;optimal;false;1.813;1.802,33;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_7.txt;70;24;7;largest_gap;false;1.914;1.912,48;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_7.txt;70;24;7;midpoint;true;1.969;1.969,11;3103,12
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_7.txt;70;24;7;return;true;2.422;2.422;1676,9
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_7.txt;70;24;7;traversal;true;1.983;1.983,13;1426,83
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_7.txt;70;24;7;composite;false;1.817;1.813,03;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_8.txt;70;24;8;optimal;false;1.773;1.764;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_8.txt;70;24;8;largest_gap;true;1.855;1.855;1551,11
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_8.txt;70;24;8;midpoint;true;1.918;1.918,00;1647,67
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_8.txt;70;24;8;return;true;2.431;2.431;2523,12
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_8.txt;70;24;8;traversal;true;1.962;1.961,60;1288,02
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_8.txt;70;24;8;composite;false;1.780;1.780,29;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_9.txt;70;24;9;optimal;false;2.054;1.996;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_9.txt;70;24;9;largest_gap;false;2.096;2.091,73;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_9.txt;70;24;9;midpoint;true;2.145;2.145,20;885,313
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_9.txt;70;24;9;return;true;2.761;2.761;1443,99
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_9.txt;70;24;9;traversal;true;2.244;2.243,91;2123,56
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_9.txt;70;24;9;composite;false;2.033;2.023,22;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_10.txt;70;24;10;optimal;false;1.812;1.779,40;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_10.txt;70;24;10;largest_gap;false;1.886;1.867,50;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_10.txt;70;24;10;midpoint;false;1.953;1.937,26;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_10.txt;70;24;10;return;false;2.431;2.423;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_10.txt;70;24;10;traversal;false;2.013;1.982,29;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_70_10.txt;70;24;10;composite;false;1.814;1.793;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_1.txt;80;24;1;optimal;false;1.904;1.890,00;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_1.txt;80;24;1;largest_gap;true;2.003;2.002,73;2539,95
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_1.txt;80;24;1;midpoint;false;2.071;2.068;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_1.txt;80;24;1;return;true;2.602;2.601,90;3138,85
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_1.txt;80;24;1;traversal;false;2.176;2.174,14;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_1.txt;80;24;1;composite;false;1.952;1.909,09;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_2.txt;80;24;2;optimal;false;2.113;2.077,83;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_2.txt;80;24;2;largest_gap;false;2.206;2.190,39;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_2.txt;80;24;2;midpoint;false;2.262;2.243;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_2.txt;80;24;2;return;false;2.986;2.955,40;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_2.txt;80;24;2;traversal;false;2.380;2.361,56;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_2.txt;80;24;2;composite;false;2.132;2.100,71;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_3.txt;80;24;3;optimal;false;2.127;2.063;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_3.txt;80;24;3;largest_gap;false;2.200;2.197;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_3.txt;80;24;3;midpoint;true;2.258;2.258;1679,15
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_3.txt;80;24;3;return;true;2.773;2.773,13;2863,03
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_3.txt;80;24;3;traversal;true;2.274;2.273,60;1284,67
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_3.txt;80;24;3;composite;false;2.070;2.068,48;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_4.txt;80;24;4;optimal;false;2.007;1.999,44;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_4.txt;80;24;4;largest_gap;false;2.122;2.118,24;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_4.txt;80;24;4;midpoint;false;2.194;2.187;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_4.txt;80;24;4;return;false;2.709;2.708;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_4.txt;80;24;4;traversal;false;2.223;2.221,47;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_4.txt;80;24;4;composite;false;2.019;2.016,03;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_5.txt;80;24;5;optimal;false;2.366;2.304,87;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_5.txt;80;24;5;largest_gap;false;2.454;2.449;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_5.txt;80;24;5;midpoint;false;2.539;2.536;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_5.txt;80;24;5;return;true;3.076;3.076;2921,02
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_5.txt;80;24;5;traversal;true;2.595;2.594,73;1305,18
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_5.txt;80;24;5;composite;false;2.337;2.328,45;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_6.txt;80;24;6;optimal;false;2.088;2.056,74;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_6.txt;80;24;6;largest_gap;false;2.166;2.164,89;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_6.txt;80;24;6;midpoint;false;2.243;2.240;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_6.txt;80;24;6;return;false;2.782;2.779,48;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_6.txt;80;24;6;traversal;false;2.266;2.264;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_6.txt;80;24;6;composite;false;2.078;2.070,54;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_7.txt;80;24;7;optimal;false;2.000;1.975;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_7.txt;80;24;7;largest_gap;false;2.077;2.068,86;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_7.txt;80;24;7;midpoint;false;2.126;2.123;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_7.txt;80;24;7;return;false;2.717;2.686,57;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_7.txt;80;24;7;traversal;false;2.218;2.213,42;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_7.txt;80;24;7;composite;false;1.993;1.989,46;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_8.txt;80;24;8;optimal;false;2.246;2.215;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_8.txt;80;24;8;largest_gap;false;2.332;2.319;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_8.txt;80;24;8;midpoint;false;2.393;2.388;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_8.txt;80;24;8;return;false;3.031;3.026;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_8.txt;80;24;8;traversal;false;2.491;2.479,65;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_8.txt;80;24;8;composite;false;2.255;2.238,50;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_9.txt;80;24;9;optimal;false;1.932;1.873;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_9.txt;80;24;9;largest_gap;false;1.994;1.988;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_9.txt;80;24;9;midpoint;false;2.092;2.085;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_9.txt;80;24;9;return;false;2.530;2.526,69;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_9.txt;80;24;9;traversal;false;2.081;2.074,32;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_9.txt;80;24;9;composite;false;1.907;1.885,05;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_10.txt;80;24;10;optimal;false;2.183;2.096;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_10.txt;80;24;10;largest_gap;false;2.202;2.200,32;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_10.txt;80;24;10;midpoint;false;2.270;2.269;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_10.txt;80;24;10;return;false;2.805;2.802,33;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_10.txt;80;24;10;traversal;true;2.345;2.344,72;2048,15
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_80_10.txt;80;24;10;composite;false;2.156;2.123,29;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_1.txt;90;24;1;optimal;false;2.445;2.364;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_1.txt;90;24;1;largest_gap;false;2.501;2.493,86;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_1.txt;90;24;1;midpoint;false;2.587;2.581;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_1.txt;90;24;1;return;false;3.222;3.220,05;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_1.txt;90;24;1;traversal;true;2.611;2.611;2776,28
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_1.txt;90;24;1;composite;false;2.441;2.386,28;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_2.txt;90;24;2;optimal;false;2.279;2.252,94;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_2.txt;90;24;2;largest_gap;false;2.376;2.346,12;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_2.txt;90;24;2;midpoint;false;2.458;2.432;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_2.txt;90;24;2;return;false;3.079;3.059,04;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_2.txt;90;24;2;traversal;false;2.556;2.529,65;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_2.txt;90;24;2;composite;false;2.305;2.271,16;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_3.txt;90;24;3;optimal;false;2.378;2.365,39;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_3.txt;90;24;3;largest_gap;false;2.514;2.504,73;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_3.txt;90;24;3;midpoint;false;2.576;2.573;3600
